,budget,company,country,director,genre,gross,film,rating,released,runtime,movie score,star,votes,writer,year,Oscar Award Count,Oscar Nominations,star avg score,director avg score,writer avg score,genre avg score,rating avg score,country avg score,company avg score,Golden Globes Awards,Golden Globes Nominations,Total Nominations,Total Awards
5539,18000000,Fox Searchlight Pictures,USA,Ang Lee,Drama,7837632,The Ice Storm,R,10/14/11,112,7.5,Kevin Kline,48479,Rick Moody,1997,0.0,0.0,6.6,7.276923076923078,7.5,6.715720221606655,6.453213443396231,6.216789819376035,6.817543859649125,0.0,1.0,1.0,0.0
5540,10000000,Bleiberg Entertainment,USA,Ariel Vromen,Action,1939441,The Iceman,R,10/14/11,106,6.9,Michael Shannon,60121,Morgan Land,2012,0.0,0.0,7.0,6.6,6.9,6.1060856498873015,6.453213443396231,6.216789819376035,6.9,0.0,1.0,1.0,0.0
5541,12500000,Columbia Pictures,USA,George Clooney,Drama,40962534,The Ides of March,R,10/14/11,101,7.1,Paul Giamatti,198569,George Clooney,2011,0.0,1.0,6.816666666666666,6.760000000000001,6.8999999999999995,6.715720221606655,6.453213443396231,6.216789819376035,6.315740740740743,0.0,1.0,2.0,0.0
5542,16000000,Bull's Eye Entertainment,USA,Neil Burger,Drama,39868642,The Illusionist,PG-13,10/21/11,110,7.6,Edward Norton,316052,Neil Burger,2006,0.0,1.0,7.116666666666666,7.233333333333334,7.6,6.715720221606655,6.254035087719299,6.216789819376035,7.6,0.0,1.0,2.0,0.0
5543,40000000,Infinity Features Entertainment,UK,Terry Gilliam,Adventure,7689607,The Imaginarium of Doctor Parnassus,PG-13,10/21/11,123,6.8,Christopher Plummer,131731,Terry Gilliam,2009,0.0,2.0,7.1,6.975,6.8,6.354846938775506,6.254035087719299,6.660601719197714,6.8,0.0,1.0,3.0,0.0
5544,14000000,Black Bear Pictures,UK,Morten Tyldum,Biography,91125683,The Imitation Game,PG-13,10/21/11,114,8.0,Benedict Cumberbatch,547832,Graham Moore,2014,1.0,8.0,7.233333333333333,7.533333333333334,8.0,7.040389972144843,6.254035087719299,6.660601719197714,6.325,0.0,4.0,12.0,1.0
5545,16000000,Worldview Entertainment,USA,James Gray,Drama,2013456,The Immigrant,R,10/21/11,120,6.6,Marion Cotillard,23805,James Gray,2013,0.0,0.0,7.159999999999999,6.733333333333333,6.733333333333333,6.715720221606655,6.453213443396231,6.216789819376035,6.188888888888889,0.0,1.0,1.0,0.0
5546,15000000,Miramax,UK,Oliver Parker,Comedy,8378141,The Importance of Being Earnest,PG,10/21/11,97,6.9,Rupert Everett,19899,Oscar Wilde,2002,0.0,0.0,7.033333333333334,6.75,6.75,6.1657692307692304,6.143007360672984,6.660601719197714,6.620779220779219,0.0,1.0,1.0,0.0
5547,45000000,Mediaset España,Spain,J.A. Bayona,Drama,19019882,The Impossible,PG-13,10/27/11,114,7.6,Naomi Watts,160833,Sergio G. Sánchez,2012,0.0,1.0,6.6,7.533333333333334,7.55,6.715720221606655,6.254035087719299,7.044642857142857,7.6,0.0,1.0,2.0,0.0
5548,0,First Cold Piece,USA,Stanley Tucci,Comedy,2197921,The Impostors,R,10/28/11,101,6.5,Oliver Platt,4553,Stanley Tucci,1998,0.0,0.0,6.5,6.5,6.9,6.1657692307692304,6.453213443396231,6.216789819376035,6.5,0.0,1.0,1.0,0.0
5549,0,Force 10 Productions (I),USA,Mark Rosenthal,Comedy,124880,The In Crowd '88,PG,10/28/11,95,6.3,Jennifer Runyon,640,Lawrence Konner,1988,0.0,0.0,6.3,6.3,6.266666666666666,6.1657692307692304,6.143007360672984,6.216789819376035,6.3,0.0,1.0,1.0,0.0
5550,12500000,Morgan Creek Productions,USA,Mary Lambert,Drama,5217498,The In Crowd '00,PG-13,10/28/11,105,4.6,Lori Heuring,3803,Mark Gibson,2000,0.0,0.0,4.6,5.4,4.6,6.715720221606655,6.254035087719299,6.216789819376035,5.967567567567568,0.0,1.0,1.0,0.0
5551,40000000,Franchise Pictures,USA,Andrew Fleming,Action,20440627,The In-Laws,PG-13,11/4/11,100,5.7,Albert Brooks,14598,Andrew Bergman,2003,0.0,0.0,6.483333333333332,6.1,6.0,6.1060856498873015,6.254035087719299,6.216789819376035,5.772727272727273,0.0,1.0,1.0,0.0
5552,0,Film4,UK,Ben Palmer,Comedy,36000,The Inbetweeners Movie,R,11/4/11,97,6.8,James Buckley,68128,Iain Morris,2011,0.0,0.0,6.8,6.8,6.8,6.1657692307692304,6.453213443396231,6.660601719197714,6.8999999999999995,0.0,1.0,1.0,0.0
5553,30000000,New Line Cinema,USA,Don Scardino,Adventure,22525921,The Incredible Burt Wonderstone,PG-13,11/4/11,100,5.9,Steve Carell,63722,Jonathan Goldstein,2013,0.0,0.0,6.766666666666667,5.9,6.0,6.354846938775506,6.254035087719299,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
5554,150000000,Universal Pictures,USA,Louis Leterrier,Action,134518390,The Incredible Hulk,PG-13,11/4/11,112,6.8,Edward Norton,350423,Zak Penn,2008,0.0,0.0,7.116666666666666,6.6,6.625,6.1060856498873015,6.254035087719299,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
5555,92000000,Pixar Animation Studios,USA,Brad Bird,Animation,261441092,The Incredibles,PG,11/10/11,115,8.0,Craig T. Nelson,520926,Brad Bird,2004,2.0,4.0,8.0,7.58,8.0,6.746931407942237,6.143007360672984,6.216789819376035,7.775000000000001,0.0,1.0,5.0,2.0
5556,250000,Fine Line Features,USA,Maria Maggenti,Comedy,1977544,The Incredibly True Adventure of Two Girls in Love,R,11/11/11,94,6.5,Laurel Holloman,3759,Maria Maggenti,1995,0.0,0.0,6.5,6.5,6.5,6.1657692307692304,6.453213443396231,6.216789819376035,6.449999999999999,0.0,1.0,1.0,0.0
5557,45000000,Columbia Pictures Corporation,USA,Frank Oz,Drama,35617599,The Indian in the Cupboard,PG,11/11/11,96,5.9,Hal Scardino,22044,Lynne Reid Banks,1995,0.0,0.0,5.9,6.519999999999999,5.9,6.715720221606655,6.143007360672984,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
5558,7000000,Columbia Pictures Corporation,USA,Sean Penn,Drama,191125,The Indian Runner,R,11/11/11,127,7.1,David Morse,7239,Sean Penn,1991,0.0,0.0,7.1,7.075,7.166666666666667,6.715720221606655,6.453213443396231,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
5559,28000000,George Films,UK,Brad Furman,Biography,15425870,The Infiltrator,R,11/11/11,127,7.0,Bryan Cranston,50194,Ellen Sue Brown,2016,0.0,0.0,6.966666666666666,6.633333333333333,7.0,7.040389972144843,6.453213443396231,6.660601719197714,7.0,0.0,1.0,1.0,0.0
5560,22000000,Warner Bros.,USA,Steven Soderbergh,Comedy,33313582,The Informant!,R,11/11/11,108,6.5,Matt Damon,55457,Scott Z. Burns,2009,0.0,0.0,6.822727272727272,6.666666666666665,6.733333333333333,6.1657692307692304,6.453213443396231,6.216789819376035,6.3843537414965965,0.0,2.0,2.0,0.0
5561,18000000,Senator Entertainment Co,Germany,Gregor Jordan,Crime,300000,The Informers,R,11/11/11,98,5.1,Billy Bob Thornton,14783,Bret Easton Ellis,2008,0.0,0.0,6.323076923076922,6.166666666666667,5.9399999999999995,6.756321839080459,6.453213443396231,6.329850746268655,5.1,0.0,1.0,1.0,0.0
5562,0,Numero Uno International,Italy,Andrey Konchalovskiy,Drama,583979,The Inner Circle,PG-13,11/18/11,137,7.1,Tom Hulce,1676,Andrey Konchalovskiy,1991,0.0,0.0,6.5,6.824999999999999,7.0,6.715720221606655,6.254035087719299,6.958823529411763,7.1,0.0,1.0,1.0,0.0
5563,750000,Dark Sky Films,USA,Ti West,Horror,77501,The Innkeepers,R,11/18/11,101,5.5,Sara Paxton,29002,Ti West,2011,0.0,0.0,4.75,6.0,6.0,5.68700361010831,6.453213443396231,6.216789819376035,5.5,0.0,1.0,1.0,0.0
5564,0,Deutsche Film (DEFA),Germany,John Schlesinger,Drama,553454,The Innocent,R,11/18/11,119,5.7,Isabella Rossellini,1319,Ian McEwan,1993,0.0,0.0,6.75,5.8,6.540000000000001,6.715720221606655,6.453213443396231,6.329850746268655,5.7,0.0,1.0,1.0,0.0
5565,68000000,Touchstone Pictures,USA,Michael Mann,Biography,28965197,The Insider,R,11/23/11,157,7.9,Russell Crowe,141001,Marie Brenner,1999,0.0,7.0,7.011111111111111,7.099999999999999,7.9,7.040389972144843,6.453213443396231,6.216789819376035,6.33435114503817,0.0,4.0,11.0,0.0
5566,35000000,Waverly Films,USA,Nancy Meyers,Comedy,75764672,The Intern,PG-13,11/23/11,121,7.1,Robert De Niro,166416,Nancy Meyers,2015,0.0,0.0,6.489473684210527,6.7,6.433333333333334,6.1657692307692304,6.254035087719299,6.216789819376035,7.1,0.0,1.0,1.0,0.0
5567,50000000,Columbia Pictures,USA,Tom Tykwer,Action,25450527,The International,R,11/25/11,118,6.5,Clive Owen,83114,Eric Warren Singer,2009,0.0,0.0,6.466666666666668,7.066666666666667,6.9,6.1060856498873015,6.453213443396231,6.216789819376035,6.315740740740743,0.0,1.0,1.0,0.0
5568,58000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,44672764,The Internship,PG-13,11/25/11,119,6.3,Vince Vaughn,169189,Vince Vaughn,2013,0.0,0.0,5.969999999999999,6.090909090909091,6.3,6.1657692307692304,6.254035087719299,6.216789819376035,6.197073170731709,0.0,1.0,1.0,0.0
5569,80000000,Universal Pictures,UK,Sydney Pollack,Crime,72708161,The Interpreter,PG-13,12/2/11,128,6.4,Nicole Kidman,89351,Martin Stellman,2005,0.0,0.0,6.389473684210526,6.140000000000001,6.233333333333334,6.756321839080459,6.254035087719299,6.660601719197714,6.396357615894037,0.0,1.0,1.0,0.0
5570,44000000,Columbia Pictures,USA,Evan Goldberg,Comedy,6105175,The Interview,R,12/2/11,112,6.6,James Franco,267070,Dan Sterling,2014,0.0,0.0,6.6,6.6,6.6,6.1657692307692304,6.453213443396231,6.216789819376035,6.315740740740743,0.0,1.0,1.0,0.0
5571,0,Quad Productions,France,Olivier Nakache,Biography,13182281,The Intouchables,R,12/2/11,112,8.6,François Cluzet,579143,Olivier Nakache,2011,0.0,0.0,7.766666666666666,8.6,8.6,7.040389972144843,6.453213443396231,6.8533568904593585,7.3999999999999995,0.0,1.0,1.0,0.0
5572,80000000,Warner Bros.,USA,Oliver Hirschbiegel,Sci-Fi,15071514,The Invasion,PG-13,12/9/11,99,5.9,Nicole Kidman,67939,David Kajganich,2007,0.0,0.0,6.389473684210526,6.875,6.15,6.253846153846153,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5573,18500000,Warner Bros.,USA,Ricky Gervais,Comedy,18439082,The Invention of Lying,PG-13,12/9/11,100,6.4,Ricky Gervais,99595,Ricky Gervais,2009,0.0,0.0,6.5,6.4,6.4,6.1657692307692304,6.254035087719299,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5574,30000000,Hollywood Pictures,USA,David S. Goyer,Crime,20568319,The Invisible,PG-13,12/9/11,102,6.3,Justin Chatwin,32253,Mick Davis,2007,0.0,0.0,4.45,5.666666666666667,6.85,6.756321839080459,6.254035087719299,6.216789819376035,6.1461538461538465,0.0,1.0,1.0,0.0
5575,0,BBC Films,UK,Ralph Fiennes,Biography,1234254,The Invisible Woman,R,12/9/11,111,6.1,Ralph Fiennes,7911,Abi Morgan,2013,0.0,1.0,6.821428571428571,6.15,6.466666666666666,7.040389972144843,6.453213443396231,6.660601719197714,6.796296296296297,0.0,1.0,2.0,0.0
5576,0,Gamechanger Films,USA,Karyn Kusama,Drama,231703,The Invitation,NOT RATED,12/16/11,100,6.7,Logan Marshall-Green,46822,Phil Hay,2015,0.0,0.0,6.7,6.0249999999999995,5.92,6.715720221606655,6.959195402298849,6.216789819376035,6.7,0.0,1.0,1.0,0.0
5577,70000000,Warner Bros.,USA,Brad Bird,Animation,23159305,The Iron Giant,PG,12/16/11,86,8.0,Eli Marienthal,140243,Tim McCanlies,1999,0.0,0.0,8.0,7.58,7.8,6.746931407942237,6.143007360672984,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5578,13000000,Pathé,UK,Phyllida Lloyd,Biography,30017992,The Iron Lady,PG-13,12/16/11,105,6.4,Meryl Streep,88841,Abi Morgan,2011,2.0,2.0,6.590000000000001,6.4,6.466666666666666,7.040389972144843,6.254035087719299,6.660601719197714,7.066666666666666,0.0,1.0,3.0,2.0
5579,126000000,DreamWorks,USA,Michael Bay,Action,35818913,The Island,PG-13,12/16/11,136,6.9,Scarlett Johansson,275721,Caspian Tredwell-Owen,2005,0.0,0.0,6.6800000000000015,6.608333333333333,6.7,6.1060856498873015,6.254035087719299,6.216789819376035,6.659210526315788,0.0,1.0,1.0,0.0
5580,40000000,New Line Cinema,USA,John Frankenheimer,Horror,27663982,The Island of Dr. Moreau,PG-13,12/21/11,96,4.4,David Thewlis,27551,H.G. Wells,1996,0.0,0.0,6.5,5.9,5.15,5.68700361010831,6.254035087719299,6.216789819376035,6.145348837209304,0.0,1.0,1.0,0.0
5581,1000000,Myung Film Company Ltd.,South Korea,Ki-duk Kim,Drama,21075,The Isle,UNRATED,12/21/11,90,7.1,Jung Suh,10866,Ki-duk Kim,2000,0.0,0.0,7.1,7.766666666666666,7.766666666666666,6.715720221606655,6.798591549295779,7.344999999999999,7.1,0.0,1.0,1.0,0.0
5582,60000000,Paramount Pictures,USA,F. Gary Gray,Action,106128601,The Italian Job,PG-13,12/21/11,111,7.0,Donald Sutherland,302646,Troy Kennedy-Martin,2003,0.0,0.0,5.862500000000001,6.9375,7.0,6.1060856498873015,6.254035087719299,6.216789819376035,6.304247104247108,0.0,1.0,1.0,0.0
5583,60000000,Universal Pictures,USA,Michael Caton-Jones,Action,54930280,The Jackal,R,12/21/11,124,6.4,Bruce Willis,92834,Kenneth Ross,1997,0.0,0.0,6.518181818181817,6.299999999999999,6.4,6.1060856498873015,6.453213443396231,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
5584,0,Mockingbird Pictures,USA,Robin Swicord,Comedy,3573870,The Jane Austen Book Club,PG-13,12/22/11,106,6.8,Kathy Baker,22821,Robin Swicord,2007,0.0,0.0,6.8,6.6,7.1,6.1657692307692304,6.254035087719299,6.216789819376035,6.633333333333333,0.0,1.0,1.0,0.0
5585,0,Metro-Goldwyn-Mayer (MGM),USA,Pat O'Connor,Action,4611062,The January Man,R,12/23/11,97,5.6,Kevin Kline,5405,John Patrick Shanley,1989,0.0,0.0,6.6,6.228571428571429,6.383333333333334,6.1060856498873015,6.453213443396231,6.216789819376035,6.057425742574257,0.0,1.0,1.0,0.0
5586,0,Caravan Pictures,USA,James Melkonian,Comedy,7557877,The Jerky Boys,R,12/23/11,100,4.6,John G. Brennan,2209,James Melkonian,1995,0.0,0.0,4.6,4.6,4.6,6.1657692307692304,6.453213443396231,6.216789819376035,5.688888888888889,0.0,1.0,1.0,0.0
5587,5000000,Echo Lake Entertainment,USA,Derrick Borte,Drama,1474508,The Joneses,R,12/23/11,96,6.5,Demi Moore,35116,Randy T. Dinzler,2009,0.0,0.0,5.8100000000000005,6.5,6.5,6.715720221606655,6.453213443396231,6.216789819376035,6.5,0.0,1.0,1.0,0.0
5588,11000000,Hollywood Pictures,USA,Wayne Wang,Drama,32861136,The Joy Luck Club,R,12/25/11,139,7.6,Tamlyn Tomita,13064,Amy Tan,1993,0.0,0.0,7.6,6.2875000000000005,7.6,6.715720221606655,6.453213443396231,6.216789819376035,6.1461538461538465,0.0,1.0,1.0,0.0
5589,50000000,Warner Bros.,USA,David Dobkin,Crime,47119388,The Judge,R,12/25/11,141,7.4,Robert Downey Jr.,150371,Nick Schenk,2014,0.0,1.0,7.029411764705881,6.516666666666667,7.8,6.756321839080459,6.453213443396231,6.216789819376035,6.3843537414965965,0.0,1.0,2.0,0.0
5590,175000000,Fairview Entertainment,UK,Jon Favreau,Adventure,364001123,The Jungle Book,PG,1/5/12,106,7.5,Neel Sethi,209062,Justin Marks,2016,1.0,1.0,7.5,6.8875,5.6,6.354846938775506,6.143007360672984,6.660601719197714,7.5,0.0,1.0,2.0,1.0
5591,20000000,Disney Television Animation,USA,Steve Trenbirth,Animation,47887943,The Jungle Book 2,G,1/6/12,72,5.4,John Goodman,12558,Karl Geurs,2003,0.0,0.0,5.888888888888888,5.4,5.4,6.746931407942237,6.438095238095238,6.216789819376035,6.199999999999999,0.0,1.0,1.0,0.0
5592,44000000,Columbia Pictures Corporation,USA,Brian Gibson,Drama,22754725,The Juror,R,1/6/12,118,5.6,Demi Moore,14796,George Dawes Green,1996,0.0,0.0,5.8100000000000005,6.3999999999999995,5.8,6.715720221606655,6.453213443396231,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
5593,40000000,Columbia Pictures,USA,Harald Zwart,Action,176591618,The Karate Kid,PG,1/10/12,140,6.2,Jackie Chan,131784,Christopher Murphey,2010,0.0,1.0,6.380000000000001,5.760000000000001,6.2,6.1060856498873015,6.143007360672984,6.216789819376035,6.315740740740743,0.0,1.0,2.0,0.0
5594,0,Columbia Pictures Corporation,USA,John G. Avildsen,Action,115103979,The Karate Kid Part II,PG,1/13/12,113,5.9,Pat Morita,58370,Robert Mark Kamen,1986,0.0,1.0,5.1,6.1571428571428575,5.4750000000000005,6.1060856498873015,6.143007360672984,6.216789819376035,6.265060240963854,0.0,1.0,2.0,0.0
5595,0,Columbia Pictures Corporation,USA,John G. Avildsen,Action,38956288,The Karate Kid Part III,PG,1/13/12,112,5.0,Ralph Macchio,38560,Robert Mark Kamen,1989,0.0,0.0,6.05,6.1571428571428575,5.4750000000000005,6.1060856498873015,6.143007360672984,6.216789819376035,6.265060240963854,0.0,1.0,1.0,0.0
5596,0,Gilbert Films,USA,Daniel Barber,Drama,27166,The Keeping Room,R,1/13/12,95,6.0,Brit Marling,4650,Julia Hart,2014,0.0,0.0,6.6000000000000005,6.6,6.0,6.715720221606655,6.453213443396231,6.216789819376035,5.9,0.0,1.0,1.0,0.0
5597,65000000,Chester Films Inc.,USA,Jon Turteltaub,Comedy,69691949,The Kid,PG,1/13/12,104,6.1,Bruce Willis,36128,Audrey Wells,2000,0.0,0.0,6.518181818181817,6.390000000000001,6.199999999999999,6.1657692307692304,6.143007360672984,6.216789819376035,6.1,0.0,1.0,1.0,0.0
5598,3500000,Focus Features,USA,Lisa Cholodenko,Comedy,20811365,The Kids Are All Right,R,1/13/12,106,7.1,Annette Bening,115520,Lisa Cholodenko,2010,0.0,4.0,6.75,6.733333333333334,6.733333333333334,6.1657692307692304,6.453213443396231,6.216789819376035,6.8394736842105255,0.0,1.0,5.0,0.0
5599,13000000,Hero Entertainment,USA,Michael Winterbottom,Crime,214966,The Killer Inside Me,R,1/20/12,109,6.1,Casey Affleck,30060,John Curran,2010,0.0,0.0,6.625000000000001,6.5,6.1,6.756321839080459,6.453213443396231,6.216789819376035,6.1,0.0,1.0,1.0,0.0
5600,0,Tapestry Films,USA,Rick King,Thriller,500283,The Killing Time,R,1/20/12,94,5.4,Beau Bridges,763,Don Bohlinger,1987,0.0,0.0,5.85,5.4,5.4,5.877777777777778,6.453213443396231,6.216789819376035,5.233333333333333,0.0,1.0,1.0,0.0
5601,0,Kindred Limited Partnership,USA,Stephen Carpenter,Horror,2407024,The Kindred,R,1/20/12,91,5.5,Rod Steiger,1211,Stephen Carpenter,1987,0.0,0.0,5.5,4.7,4.7,5.68700361010831,6.453213443396231,6.216789819376035,5.5,0.0,1.0,1.0,0.0
5602,25000000,Morgan Creek Productions,USA,Richard Rich,Animation,11956538,The King and I,G,1/20/12,87,4.1,Miranda Richardson,3209,Oscar Hammerstein II,1999,5.0,9.0,4.1,5.25,4.1,6.746931407942237,6.438095238095238,6.216789819376035,5.967567567567568,0.0,1.0,10.0,5.0
5603,15000000,See-Saw Films,UK,Tom Hooper,Biography,138797449,The King's Speech,R,1/20/12,118,8.0,Colin Firth,544927,David Seidler,2010,4.0,12.0,6.925,7.574999999999999,8.0,7.040389972144843,6.453213443396231,6.660601719197714,7.2,1.0,6.0,18.0,5.0
5604,70000000,Universal Pictures,USA,Peter Berg,Action,47536778,The Kingdom,R,1/20/12,110,7.1,Jamie Foxx,106339,Matthew Michael Carnahan,2007,0.0,0.0,6.816666666666666,6.855555555555556,6.92,6.1060856498873015,6.453213443396231,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
5605,0,Big Beach Films,USA,Jordan Vogt-Roberts,Adventure,1290312,The Kings of Summer,R,1/27/12,95,7.2,Nick Robinson,67276,Chris Galletta,2013,0.0,0.0,7.2,7.2,7.2,6.354846938775506,6.453213443396231,6.216789819376035,6.3999999999999995,0.0,1.0,1.0,0.0
5606,6000000,TriStar Pictures,Canada,Pen Densham,Drama,1869148,The Kiss,R,1/27/12,101,5.5,Joanna Pacula,1258,Tom Ropelewski,1988,0.0,1.0,5.5,6.0,4.925,6.715720221606655,6.453213443396231,6.217333333333339,6.225882352941177,0.0,1.0,2.0,0.0
5607,20000000,DreamWorks,USA,Marc Forster,Drama,15800078,The Kite Runner,PG-13,1/27/12,128,7.6,Khalid Abdalla,71096,David Benioff,2007,0.0,1.0,7.6,7.1625000000000005,7.200000000000001,6.715720221606655,6.254035087719299,6.216789819376035,6.659210526315788,0.0,1.0,2.0,0.0
5608,0,Alpha Filmes,Brazil,Walter Salles,Drama,356825,The Knife,R,1/27/12,104,6.2,Peter Coyote,510,Rubem Fonseca,1991,0.0,0.0,6.166666666666667,6.739999999999999,6.2,6.715720221606655,6.453213443396231,7.783333333333334,6.2,0.0,1.0,1.0,0.0
5609,0,Fugitive TV Productions,UK,Peter Medak,Biography,2060847,The Krays,R,1/27/12,115,6.7,Gary Kemp,6422,Philip Ridley,1990,0.0,0.0,6.7,5.5249999999999995,6.7,7.040389972144843,6.453213443396231,6.660601719197714,6.7,0.0,1.0,1.0,0.0
5610,0,Heron Communications,USA,Janet Greek,Drama,239073,The Ladies Club,R,2/3/12,85,5.3,Karen Austin,154,Casey Bishop,1986,0.0,0.0,5.3,5.55,5.3,6.715720221606655,6.453213443396231,6.216789819376035,6.15,0.0,1.0,1.0,0.0
5611,24000000,Broadway Pictures,USA,Reginald Hudlin,Comedy,13592872,The Ladies Man,R,2/3/12,84,5.1,Tim Meadows,11223,Tim Meadows,2000,0.0,0.0,5.1,5.5,5.1,6.1657692307692304,6.453213443396231,6.216789819376035,5.916666666666667,0.0,1.0,1.0,0.0
5612,6000000,BBC Films,UK,Nicholas Hytner,Biography,10017675,The Lady in the Van,PG-13,2/3/12,104,6.7,Maggie Smith,18091,Alan Bennett,2015,0.0,0.0,6.925,6.716666666666666,7.05,7.040389972144843,6.254035087719299,6.660601719197714,6.796296296296297,0.0,1.0,1.0,0.0
5613,35000000,Touchstone Pictures,USA,Ethan Coen,Comedy,39799191,The Ladykillers,R,2/3/12,104,6.2,Tom Hanks,88680,Joel Coen,2004,0.0,1.0,7.074285714285716,7.1000000000000005,7.2727272727272725,6.1657692307692304,6.453213443396231,6.216789819376035,6.33435114503817,0.0,1.0,2.0,0.0
5614,2500000,White Lair,UK,Ken Russell,Comedy,1189315,The Lair of the White Worm,R,2/10/12,93,5.9,Amanda Donohoe,7908,Ken Russell,1988,0.0,0.0,5.9,6.040000000000001,6.15,6.1657692307692304,6.453213443396231,6.660601719197714,5.9,0.0,1.0,1.0,0.0
5615,40000000,Warner Bros.,USA,Alejandro Agresti,Drama,52330111,The Lake House,PG,2/10/12,99,6.8,Keanu Reeves,121026,David Auburn,2006,0.0,0.0,6.537499999999999,6.8,6.8,6.715720221606655,6.143007360672984,6.216789819376035,6.3843537414965965,0.0,1.0,1.0,0.0
5616,12500000,Universal Pictures,USA,Don Bluth,Animation,48092846,The Land Before Time,G,2/10/12,69,7.4,Pat Hingle,66623,Stu Krieger,1988,0.0,0.0,7.4,6.455555555555556,6.4,6.746931407942237,6.438095238095238,6.216789819376035,6.396357615894037,0.0,1.0,1.0,0.0
5617,0,Intermedia Films,UK,David Leland,Drama,146083,The Land Girls,R,2/16/12,111,6.3,Catherine McCormack,1680,Angela Huth,1998,0.0,0.0,6.5,6.3,6.3,6.715720221606655,6.453213443396231,6.660601719197714,6.55,0.0,1.0,1.0,0.0
5618,150000000,Paramount Pictures,USA,M. Night Shyamalan,Action,131564731,The Last Airbender,PG,2/17/12,103,4.2,Noah Ringer,127467,M. Night Shyamalan,2010,0.0,0.0,4.2,6.163636363636365,6.290000000000001,6.1060856498873015,6.143007360672984,6.216789819376035,6.304247104247108,0.0,1.0,1.0,0.0
5619,29000000,Geffen Pictures,USA,Tony Scott,Action,59509925,The Last Boy Scout,R,2/17/12,105,6.9,Bruce Willis,80307,Shane Black,1991,0.0,0.0,6.518181818181817,6.786666666666668,7.066666666666666,6.1060856498873015,6.453213443396231,6.216789819376035,6.866666666666666,0.0,1.0,1.0,0.0
5620,72000000,DreamWorks,USA,Rod Lurie,Action,18208078,The Last Castle,R,2/17/12,131,6.9,Robert Redford,60328,David Scarpa,2001,0.0,0.0,6.425,6.725,6.2,6.1060856498873015,6.453213443396231,6.216789819376035,6.659210526315788,0.0,1.0,1.0,0.0
5621,0,Tornasol Films,Spain,Álex de la Iglesia,Comedy,40029,The Last Circus,R,2/24/12,107,6.6,Carlos Areces,11108,Álex de la Iglesia,2010,0.0,0.0,6.6,6.733333333333333,6.35,6.1657692307692304,6.453213443396231,7.044642857142857,7.3999999999999995,0.0,1.0,1.0,0.0
5622,8000000,Castle Rock Entertainment,USA,Whit Stillman,Comedy,2987297,The Last Days of Disco,R,2/24/12,113,6.6,Chloë Sevigny,10509,Whit Stillman,1998,0.0,0.0,6.6,6.9,6.9,6.1657692307692304,6.453213443396231,6.216789819376035,6.4129032258064536,0.0,1.0,1.0,0.0
5623,0,British Film Institute (BFI),UK,Ruairi Robinson,Horror,23838,The Last Days on Mars,R,2/24/12,98,5.5,Liev Schreiber,31095,Sydney J. Bounds,2013,0.0,0.0,5.5,5.5,5.5,5.68700361010831,6.453213443396231,6.660601719197714,6.8,0.0,1.0,1.0,0.0
5624,23000000,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Biography,43984230,The Last Emperor,PG-13,2/24/12,163,7.8,John Lone,76408,Mark Peploe,1987,9.0,9.0,7.8,6.88,7.8,7.040389972144843,6.254035087719299,6.660601719197714,6.713333333333334,0.0,1.0,10.0,9.0
5625,0,Lucky Monkey Pictures,USA,Richard LaGravenese,Comedy,137945,The Last Five Years,PG-13,2/24/12,94,5.9,Anna Kendrick,7557,Jason Robert Brown,2014,0.0,0.0,6.383333333333333,6.674999999999999,5.9,6.1657692307692304,6.254035087719299,6.216789819376035,5.5,0.0,1.0,1.0,0.0
5626,15000000,Rogue Pictures,USA,Dennis Iliadis,Crime,32721635,The Last House on the Left,R,2/24/12,110,6.6,Garret Dillahunt,72961,Adam Alleca,2009,0.0,0.0,6.6,6.6,6.6,6.756321839080459,6.453213443396231,6.216789819376035,5.663636363636363,0.0,1.0,1.0,0.0
5627,6000000,Fox Searchlight Pictures,UK,Kevin Macdonald,Biography,17605861,The Last King of Scotland,R,3/2/12,123,7.7,James McAvoy,154942,Peter Morgan,2006,1.0,1.0,6.99090909090909,6.779999999999999,7.2250000000000005,7.040389972144843,6.453213443396231,6.660601719197714,6.817543859649125,0.0,1.0,2.0,1.0
5628,20000000,Lakeshore Entertainment,USA,Tony Goldwyn,Comedy,11596143,The Last Kiss,R,3/2/12,115,6.5,Zach Braff,38919,Paul Haggis,2006,0.0,0.0,6.625,6.6,7.142857142857143,6.1657692307692304,6.453213443396231,6.216789819376035,6.194444444444445,0.0,1.0,1.0,0.0
